block,lot,date,longitude,latitude
1895,45,"""2009-02-19T00:00:00.000Z""",-73.86615292037123,40.73916219327175
1997,18,"""2012-03-14T00:00:00.000Z""",-73.95660319703418,40.682291275605515
1497,48,"""2013-03-07T00:00:00.000Z""",-73.88786557361152,40.74377919761132
1497,48,"""2011-03-03T00:00:00.000Z""",-73.88786557361152,40.74377919761132
1497,48,"""2013-03-07T00:00:00.000Z""",-73.88786557361152,40.74377919761132
1497,48,"""2013-03-07T00:00:00.000Z""",-73.88786557361152,40.74377919761132
1996,56,"""1983-06-07T00:00:00.000Z""",-73.95570159228852,40.682836128958485
1996,56,"""2012-07-26T00:00:00.000Z""",-73.95570159228852,40.682836128958485
1996,56,"""2012-03-14T00:00:00.000Z""",-73.95570159228852,40.682836128958485
1996,56,"""2012-02-08T00:00:00.000Z""",-73.95570159228852,40.682836128958485
1996,56,"""1983-06-07T00:00:00.000Z""",-73.95570159228852,40.682836128958485
1986,1,"""2006-03-21T00:00:00.000Z""",-73.9563987620457,40.8175821894314
1986,1,"""2012-02-08T00:00:00.000Z""",-73.9563987620457,40.8175821894314
1997,27,"""2006-02-15T00:00:00.000Z""",-73.85610342539285,40.7504689919533
1997,27,"""2012-02-08T00:00:00.000Z""",-73.85610342539285,40.7504689919533
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2255,2000,"""2014-06-06T00:00:00.000Z""",-73.92569223490548,40.873487162605144
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1969-02-13T00:00:00.000Z""",-73.91113904435596,40.8374161200507
2785,40,"""1968-09-25T00:00:00.000Z""",-73.91113904435596,40.8374161200507
1996,56,"""1983-06-07T00:00:00.000Z""",-73.85606027317891,40.750952615105724
1996,56,"""2012-07-26T00:00:00.000Z""",-73.85606027317891,40.750952615105724
1996,56,"""2012-03-14T00:00:00.000Z""",-73.85606027317891,40.750952615105724
1996,56,"""2012-02-08T00:00:00.000Z""",-73.85606027317891,40.750952615105724
1996,56,"""1983-06-07T00:00:00.000Z""",-73.85606027317891,40.750952615105724
1893,3,"""1982-11-05T00:00:00.000Z""",-73.96859394285094,40.80384994311781
1893,3,"""1982-11-05T00:00:00.000Z""",-73.96859394285094,40.80384994311781
1997,49,"""2012-03-14T00:00:00.000Z""",-73.85638602615734,40.75008638801441
1997,49,"""2012-02-08T00:00:00.000Z""",-73.85638602615734,40.75008638801441
1995,31,"""2002-09-24T00:00:00.000Z""",-73.95668088195971,40.682750388786026
1995,31,"""2002-09-24T00:00:00.000Z""",-73.95668088195971,40.682750388786026
1995,31,"""2012-03-14T00:00:00.000Z""",-73.95668088195971,40.682750388786026
1995,31,"""2012-02-08T00:00:00.000Z""",-73.95668088195971,40.682750388786026
1995,31,"""2002-09-24T00:00:00.000Z""",-73.95668088195971,40.682750388786026
1995,31,"""2002-09-24T00:00:00.000Z""",-73.95668088195971,40.682750388786026
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-20T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-15T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-20T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-15T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-20T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1973-02-15T00:00:00.000Z""",-73.89508452709664,40.86183167431024
3148,23,"""1972-11-01T00:00:00.000Z""",-73.89508452709664,40.86183167431024
1305,60,"""1993-06-30T00:00:00.000Z""",-73.97240405749031,40.757077744554664
1982,1,"""2008-01-31T00:00:00.000Z""",-73.96143881724684,40.68294923337842
1996,18,"""2004-12-15T00:00:00.000Z""",-73.85753661822729,40.75080847049078
1996,18,"""2012-03-14T00:00:00.000Z""",-73.85753661822729,40.75080847049078
1996,18,"""2012-02-08T00:00:00.000Z""",-73.85753661822729,40.75080847049078
1982,1,"""2008-01-31T00:00:00.000Z""",-73.95736172552077,40.81513716709641
2139,219,"""2009-11-10T00:00:00.000Z""",-73.94332411043855,40.843920804558344
2139,219,"""2009-11-10T00:00:00.000Z""",-73.94332411043855,40.843920804558344
2139,219,"""2009-11-10T00:00:00.000Z""",-73.94332411043855,40.843920804558344
1998,3,"""2009-02-19T00:00:00.000Z""",-73.9593071763585,40.81885438941924
1497,48,"""2013-03-07T00:00:00.000Z""",-73.91819048912066,40.68417327489915
1497,48,"""2011-03-03T00:00:00.000Z""",-73.91819048912066,40.68417327489915
1497,48,"""2013-03-07T00:00:00.000Z""",-73.91819048912066,40.68417327489915
1497,48,"""2013-03-07T00:00:00.000Z""",-73.91819048912066,40.68417327489915
1997,30,"""2012-02-08T00:00:00.000Z""",-73.85584814457073,40.75054528045269
1997,30,"""2008-09-22T00:00:00.000Z""",-73.85584814457073,40.75054528045269
1997,52,"""2012-02-08T00:00:00.000Z""",-73.85663736616635,40.75001102071879
1843,61,"""2009-07-01T00:00:00.000Z""",-73.9616809366633,40.80031676209853
1996,14,"""2012-03-14T00:00:00.000Z""",-73.95929514483628,40.81739221724801
1996,14,"""2012-02-08T00:00:00.000Z""",-73.95929514483628,40.81739221724801
1987,1,"""2019-10-02T00:00:00.000Z""",-73.86001819699166,40.74777216595363
1997,29,"""2008-11-12T00:00:00.000Z""",-73.85593260928975,40.75052004008574
1997,29,"""2012-02-08T00:00:00.000Z""",-73.85593260928975,40.75052004008574
1998,24,"""2008-06-20T00:00:00.000Z""",-73.85550902525962,40.74988601018665
1998,24,"""2012-03-14T00:00:00.000Z""",-73.85550902525962,40.74988601018665
1961,37,"""1990-12-11T00:00:00.000Z""",-73.96020613258118,40.807589397685916
1987,7,"""2006-06-22T00:00:00.000Z""",-73.85967863164703,40.74787326411839
1893,3,"""1982-11-05T00:00:00.000Z""",-73.86803503026013,40.73912334474696
1893,3,"""1982-11-05T00:00:00.000Z""",-73.86803503026013,40.73912334474696
1998,10,"""2012-02-08T00:00:00.000Z""",-73.85669508887482,40.749531426636665
1986,10,"""2004-07-22T00:00:00.000Z""",-73.8598966979517,40.74857797104905
1497,48,"""2013-03-07T00:00:00.000Z""",-74.15301864921955,40.61738882746747
1497,48,"""2011-03-03T00:00:00.000Z""",-74.15301864921955,40.61738882746747
1497,48,"""2013-03-07T00:00:00.000Z""",-74.15301864921955,40.61738882746747
1497,48,"""2013-03-07T00:00:00.000Z""",-74.15301864921955,40.61738882746747
1987,7,"""2006-06-22T00:00:00.000Z""",-73.95509698450208,40.818846633937206
1987,7,"""2006-06-22T00:00:00.000Z""",-73.95878092408732,40.6842343273275
2176,5,"""2001-08-28T00:00:00.000Z""",-73.93905041437694,40.84817787702846
2176,5,"""2001-08-28T00:00:00.000Z""",-73.93905041437694,40.84817787702846
2176,5,"""2001-08-28T00:00:00.000Z""",-73.93905041437694,40.84817787702846
2176,5,"""2001-08-28T00:00:00.000Z""",-73.93905041437694,40.84817787702846
1999,36,"""2017-07-06T00:00:00.000Z""",-73.95503017743718,40.681250463175274
1867,29,"""2002-10-11T00:00:00.000Z""",-73.94845033033674,40.67935714788758
1867,29,"""2002-10-11T00:00:00.000Z""",-73.94845033033674,40.67935714788758
1867,29,"""2002-10-11T00:00:00.000Z""",-73.94845033033674,40.67935714788758
1867,29,"""2002-10-11T00:00:00.000Z""",-73.94845033033674,40.67935714788758
1896,38,"""2005-12-01T00:00:00.000Z""",-73.96581446546541,40.80773749852418
1998,17,"""2012-03-14T00:00:00.000Z""",-73.85609621605995,40.7497104669579
1998,17,"""2007-06-28T00:00:00.000Z""",-73.85609621605995,40.7497104669579
16295,30,"""2008-05-12T00:00:00.000Z""",-73.86201316352845,40.57414986574598
16295,30,"""2007-08-23T00:00:00.000Z""",-73.86201316352845,40.57414986574598
1996,29,"""2006-06-27T00:00:00.000Z""",-73.95420765304792,40.68331419321447
1996,29,"""2012-02-08T00:00:00.000Z""",-73.95420765304792,40.68331419321447
861,49,"""2001-05-10T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2001-05-10T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2002-04-11T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2002-04-11T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2001-05-10T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2002-04-11T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2002-04-11T00:00:00.000Z""",-73.9207678284365,40.772176724409064
861,49,"""2002-04-11T00:00:00.000Z""",-73.9207678284365,40.772176724409064
1998,61,"""2007-07-31T00:00:00.000Z""",-73.959157195843,40.81905913499808
1986,65,"""2004-11-18T00:00:00.000Z""",-73.95578091980963,40.81827455976268
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1995,44,"""2020-02-03T00:00:00.000Z""",-73.95955501883438,40.81647885469672
1997,1,"""2005-01-31T00:00:00.000Z""",-73.95710616810362,40.68179864001537
1997,1,"""2012-03-14T00:00:00.000Z""",-73.95710616810362,40.68179864001537
1997,1,"""2012-02-08T00:00:00.000Z""",-73.95710616810362,40.68179864001537
1867,33,"""2002-10-11T00:00:00.000Z""",-73.94816578021806,40.679348763924615
1867,33,"""2002-10-11T00:00:00.000Z""",-73.94816578021806,40.679348763924615
1867,33,"""2002-10-11T00:00:00.000Z""",-73.94816578021806,40.679348763924615
1867,33,"""2002-10-11T00:00:00.000Z""",-73.94816578021806,40.679348763924615
1998,1,"""2012-02-08T00:00:00.000Z""",-73.95521923358368,40.682309933530235
1986,1,"""2006-03-21T00:00:00.000Z""",-74.13566435830357,40.60048444468447
1986,1,"""2012-02-08T00:00:00.000Z""",-74.13566435830357,40.60048444468447
1998,38,"""2018-04-26T00:00:00.000Z""",-73.95724911257226,40.81825334083888
1998,29,"""2012-11-16T00:00:00.000Z""",-73.95709410305376,40.81803241241788
1998,29,"""2012-03-14T00:00:00.000Z""",-73.95709410305376,40.81803241241788
1998,29,"""2012-02-08T00:00:00.000Z""",-73.95709410305376,40.81803241241788
1982,1,"""2008-01-31T00:00:00.000Z""",-73.86109114298202,40.745093084925195
1996,16,"""2012-03-14T00:00:00.000Z""",-73.85762027839418,40.750783719972354
1996,16,"""2012-02-08T00:00:00.000Z""",-73.85762027839418,40.750783719972354
2141,17,"""2007-06-28T00:00:00.000Z""",-73.95819660585369,40.708336279833624
1996,23,"""2012-02-08T00:00:00.000Z""",-73.95847449463227,40.816987185290664
1867,30,"""2002-10-11T00:00:00.000Z""",-73.9606347643574,40.80550652501397
1867,30,"""2002-10-11T00:00:00.000Z""",-73.9606347643574,40.80550652501397
1867,30,"""2002-10-11T00:00:00.000Z""",-73.9606347643574,40.80550652501397
1867,30,"""2002-10-11T00:00:00.000Z""",-73.9606347643574,40.80550652501397
1896,38,"""2005-12-01T00:00:00.000Z""",-73.86536147653334,40.73963412910261
1998,24,"""2008-06-20T00:00:00.000Z""",-73.9574967481457,40.81820237244161
1998,24,"""2012-03-14T00:00:00.000Z""",-73.9574967481457,40.81820237244161
1867,31,"""2002-10-11T00:00:00.000Z""",-73.94830864526467,40.67935673102529
1867,31,"""2002-10-11T00:00:00.000Z""",-73.94830864526467,40.67935673102529
1867,31,"""2002-10-11T00:00:00.000Z""",-73.94830864526467,40.67935673102529
1867,31,"""2002-10-11T00:00:00.000Z""",-73.94830864526467,40.67935673102529
1996,20,"""2004-12-15T00:00:00.000Z""",-73.95476483880805,40.68325258624699
1996,20,"""2012-03-14T00:00:00.000Z""",-73.95476483880805,40.68325258624699
1996,20,"""2012-02-08T00:00:00.000Z""",-73.95476483880805,40.68325258624699
1997,40,"""2009-05-12T00:00:00.000Z""",-73.95593647774278,40.68153190810093
1997,40,"""2012-03-14T00:00:00.000Z""",-73.95593647774278,40.68153190810093
1997,40,"""2012-02-08T00:00:00.000Z""",-73.95593647774278,40.68153190810093
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2008-02-06T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
2094,29,"""2016-07-29T00:00:00.000Z""",-73.94982859626457,40.82813266294437
1998,3,"""2009-02-19T00:00:00.000Z""",-73.85727424915528,40.749358275702065
1998,26,"""2008-06-20T00:00:00.000Z""",-73.85534750974203,40.750041742181836
1998,26,"""2012-03-14T00:00:00.000Z""",-73.85534750974203,40.750041742181836
1998,17,"""2012-03-14T00:00:00.000Z""",-73.95785233234376,40.818352460305285
1998,17,"""2007-06-28T00:00:00.000Z""",-73.95785233234376,40.818352460305285
1997,44,"""2012-09-05T00:00:00.000Z""",-73.95598039560011,40.6814046960157
1997,44,"""2012-03-14T00:00:00.000Z""",-73.95598039560011,40.6814046960157
1998,26,"""2008-06-20T00:00:00.000Z""",-73.95742438382193,40.81801407831944
1998,26,"""2012-03-14T00:00:00.000Z""",-73.95742438382193,40.81801407831944
1996,61,"""2012-07-26T00:00:00.000Z""",-73.95992219983147,40.817830799261735
1996,61,"""2012-03-14T00:00:00.000Z""",-73.95992219983147,40.817830799261735
1996,61,"""2012-02-08T00:00:00.000Z""",-73.95992219983147,40.817830799261735
1312,40,"""1992-01-03T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1312,40,"""1992-03-27T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1312,40,"""2002-03-19T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1312,40,"""2002-03-19T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1312,40,"""2002-03-19T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1312,40,"""2002-03-19T00:00:00.000Z""",-73.96741014593559,40.76095273171782
1867,30,"""2002-10-11T00:00:00.000Z""",-73.86946822757808,40.74038186029004
1867,30,"""2002-10-11T00:00:00.000Z""",-73.86946822757808,40.74038186029004
1867,30,"""2002-10-11T00:00:00.000Z""",-73.86946822757808,40.74038186029004
1867,30,"""2002-10-11T00:00:00.000Z""",-73.86946822757808,40.74038186029004
1997,47,"""2004-12-15T00:00:00.000Z""",-73.85621935374607,40.750136366869455
1997,47,"""2012-03-14T00:00:00.000Z""",-73.85621935374607,40.750136366869455
1998,6,"""2012-02-08T00:00:00.000Z""",-73.85702232985419,40.749433593008256
1998,38,"""2018-04-26T00:00:00.000Z""",-73.85559475276511,40.74956073312769
1492,163,"""1987-02-11T00:00:00.000Z""",-73.962018020905,40.77774943310655
1492,163,"""1987-02-11T00:00:00.000Z""",-73.962018020905,40.77774943310655
1982,1,"""2008-01-31T00:00:00.000Z""",-74.14009173805809,40.601660742337224
1996,36,"""2002-09-24T00:00:00.000Z""",-73.95413209894842,40.68293217118977
1996,36,"""2012-02-08T00:00:00.000Z""",-73.95413209894842,40.68293217118977
1996,36,"""2002-09-24T00:00:00.000Z""",-73.95413209894842,40.68293217118977
1996,36,"""2002-09-24T00:00:00.000Z""",-73.95413209894842,40.68293217118977
1996,36,"""2002-09-24T00:00:00.000Z""",-73.95413209894842,40.68293217118977
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
2094,32,"""2016-07-29T00:00:00.000Z""",-73.94969063799438,40.82800944014917
1896,9,"""1991-07-31T00:00:00.000Z""",-73.96100028085313,40.69482024273135
8064,92,"""1990-02-22T00:00:00.000Z""",-73.74985163961667,40.77226096866801
1999,36,"""2017-07-06T00:00:00.000Z""",-73.95658507806908,40.81881586201614
1997,44,"""2012-09-05T00:00:00.000Z""",-73.8559702018538,40.75021107879697
1997,44,"""2012-03-14T00:00:00.000Z""",-73.8559702018538,40.75021107879697
2139,250,"""2009-11-10T00:00:00.000Z""",-73.94302545432579,40.84478334240059
2139,250,"""2009-11-10T00:00:00.000Z""",-73.94302545432579,40.84478334240059
2139,250,"""2009-11-10T00:00:00.000Z""",-73.94302545432579,40.84478334240059
2123,68,"""1986-05-05T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""1986-05-05T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
2123,68,"""2008-01-22T00:00:00.000Z""",-73.85497050959312,40.73393245133562
1996,23,"""2012-02-08T00:00:00.000Z""",-73.85728219034738,40.75088377045096
1996,15,"""2002-09-24T00:00:00.000Z""",-73.9551201389729,40.68321194497381
1996,15,"""2012-02-08T00:00:00.000Z""",-73.9551201389729,40.68321194497381
1996,15,"""2002-09-24T00:00:00.000Z""",-73.9551201389729,40.68321194497381
1996,15,"""2002-09-24T00:00:00.000Z""",-73.9551201389729,40.68321194497381
1996,15,"""2002-09-24T00:00:00.000Z""",-73.9551201389729,40.68321194497381
1996,20,"""2004-12-15T00:00:00.000Z""",-73.8574518923779,40.750833555304716
1996,20,"""2012-03-14T00:00:00.000Z""",-73.8574518923779,40.750833555304716
1996,20,"""2012-02-08T00:00:00.000Z""",-73.8574518923779,40.750833555304716
2123,36,"""1984-04-06T00:00:00.000Z""",-73.93853384344168,40.83870950230109
966,51,"""1978-10-25T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1978-10-25T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1978-10-25T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1978-10-25T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1979-02-26T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1979-02-26T00:00:00.000Z""",-73.97787778782315,40.672124522991055
966,51,"""1978-10-25T00:00:00.000Z""",-73.97787778782315,40.672124522991055
1885,47,"""1981-08-17T00:00:00.000Z""",-73.96344436299164,40.80586925775231
1885,47,"""2010-06-04T00:00:00.000Z""",-73.96344436299164,40.80586925775231
1885,47,"""1981-08-17T00:00:00.000Z""",-73.96344436299164,40.80586925775231
1996,14,"""2012-03-14T00:00:00.000Z""",-73.95519117849858,40.68320381923938
1996,14,"""2012-02-08T00:00:00.000Z""",-73.95519117849858,40.68320381923938
